Timestamp,Class,Confidence,X1,Y1,X2,Y2
2025-04-21 10:31:55.069,chair,0.8200588822364807,451,634,631,719
2025-04-21 10:31:55.069,chair,0.6892273426055908,0,393,99,593
2025-04-21 10:31:55.069,tv,0.6387947201728821,103,302,198,363
2025-04-21 10:31:55.069,tv,0.6184396147727966,730,308,957,400
2025-04-21 10:31:55.069,tv,0.49565523862838745,576,316,698,394
2025-04-21 10:31:55.069,chair,0.44826844334602356,50,685,215,719
2025-04-21 10:31:55.069,tv,0.31368502974510193,491,419,710,548
2025-04-21 10:31:55.069,tv,0.3046087324619293,384,86,740,300
2025-04-21 10:31:55.069,tv,0.28333672881126404,294,416,481,555
2025-04-21 10:31:55.376,chair,0.7804008722305298,423,634,607,719
2025-04-21 10:31:55.376,tv,0.7018136382102966,96,303,189,362
2025-04-21 10:31:55.376,chair,0.6163167357444763,0,392,83,594
2025-04-21 10:31:55.376,tv,0.5739359855651855,563,317,684,394
2025-04-21 10:31:55.376,chair,0.45823973417282104,858,399,959,606
2025-04-21 10:31:55.376,tv,0.4111020565032959,276,415,460,554
2025-04-21 10:31:55.376,chair,0.3818027377128601,26,678,185,719
2025-04-21 10:31:55.376,tv,0.3507006764411926,718,308,944,393
2025-04-21 10:31:55.376,tv,0.31989362835884094,376,88,727,300
2025-04-21 10:31:55.665,chair,0.7243283987045288,391,628,581,719
2025-04-21 10:31:55.665,tv,0.6662629842758179,549,315,671,391
2025-04-21 10:31:55.665,tv,0.6403233408927917,85,301,179,361
2025-04-21 10:31:55.665,chair,0.4483584761619568,842,394,959,648
2025-04-21 10:31:55.665,chair,0.4178237020969391,0,376,74,590
2025-04-21 10:31:55.665,tv,0.35848623514175415,366,86,716,296
2025-04-21 10:31:55.665,tv,0.35457703471183777,704,306,930,394
2025-04-21 10:31:55.940,tv,0.6173625588417053,82,301,176,365
2025-04-21 10:31:55.940,tv,0.5768824219703674,542,316,664,391
2025-04-21 10:31:55.940,chair,0.5009370446205139,830,394,959,635
2025-04-21 10:31:55.941,tv,0.47849932312965393,697,310,919,396
2025-04-21 10:31:55.941,tv,0.45378735661506653,359,87,711,297
2025-04-21 10:31:55.941,tv,0.44648268818855286,437,417,654,536
2025-04-21 10:31:55.941,chair,0.35686013102531433,370,618,562,719
2025-04-21 10:31:55.942,chair,0.3534815013408661,830,394,959,639
2025-04-21 10:31:55.942,chair,0.31401002407073975,0,388,74,585
2025-04-21 10:31:55.942,tv,0.2706596553325653,656,421,841,528
2025-04-21 10:31:56.137,chair,0.7281139492988586,372,618,569,719
2025-04-21 10:31:56.137,tv,0.6262792944908142,81,300,175,363
2025-04-21 10:31:56.137,tv,0.582156777381897,695,308,918,395
2025-04-21 10:31:56.137,chair,0.5713409185409546,827,389,959,643
2025-04-21 10:31:56.137,chair,0.5446891188621521,829,391,959,646
2025-04-21 10:31:56.137,tv,0.5356860160827637,540,313,661,390
2025-04-21 10:31:56.137,tv,0.4202767610549927,657,418,839,527
2025-04-21 10:31:56.137,tv,0.41997936367988586,436,411,652,536
2025-04-21 10:31:56.137,chair,0.3666044771671295,0,385,66,585
2025-04-21 10:31:56.137,tv,0.29985612630844116,358,87,708,296
2025-04-21 10:31:56.411,chair,0.7131812572479248,375,618,576,719
2025-04-21 10:31:56.411,chair,0.6809987425804138,832,391,959,647
2025-04-21 10:31:56.411,tv,0.648905873298645,542,312,664,389
2025-04-21 10:31:56.412,tv,0.6359795928001404,82,298,175,358
2025-04-21 10:31:56.412,tv,0.42989733815193176,657,419,842,528
2025-04-21 10:31:56.412,chair,0.36203908920288086,0,382,66,585
2025-04-21 10:31:56.412,tv,0.33917057514190674,439,411,653,535
2025-04-21 10:31:56.679,chair,0.7687782645225525,378,619,577,719
2025-04-21 10:31:56.679,tv,0.7192249894142151,543,311,666,389
2025-04-21 10:31:56.679,chair,0.6521221995353699,834,390,959,644
2025-04-21 10:31:56.679,tv,0.5876211524009705,81,297,176,371
2025-04-21 10:31:56.679,chair,0.49129414558410645,0,364,73,585
2025-04-21 10:31:56.679,tv,0.3361440598964691,359,85,712,296
2025-04-21 10:31:56.679,tv,0.3343329131603241,251,406,431,548
2025-04-21 10:31:56.679,tv,0.3335374891757965,662,419,848,527
2025-04-21 10:31:56.679,chair,0.25566530227661133,834,388,959,638
2025-04-21 10:31:56.989,chair,0.7892634868621826,378,620,576,719
2025-04-21 10:31:56.989,chair,0.6535798907279968,836,390,959,646
2025-04-21 10:31:56.989,tv,0.6503711342811584,543,312,666,391
2025-04-21 10:31:56.989,tv,0.6095094680786133,80,298,175,360
2025-04-21 10:31:56.989,chair,0.4659089148044586,0,386,65,587
2025-04-21 10:31:56.995,tv,0.45978498458862305,359,85,712,295
2025-04-21 10:31:56.995,tv,0.4127156734466553,440,412,656,536
2025-04-21 10:31:56.995,tv,0.3329104781150818,698,304,922,392
2025-04-21 10:31:57.196,chair,0.8008785843849182,378,623,575,719
2025-04-21 10:31:57.196,chair,0.6220709681510925,836,392,959,647
2025-04-21 10:31:57.196,tv,0.6098684072494507,543,313,666,391
2025-04-21 10:31:57.196,tv,0.5991964340209961,79,298,174,366
2025-04-21 10:31:57.196,tv,0.5052163600921631,359,85,713,296
2025-04-21 10:31:57.196,chair,0.4141075015068054,0,388,62,588
2025-04-21 10:31:57.196,tv,0.28829893469810486,250,408,430,549
2025-04-21 10:31:57.196,tv,0.2872020900249481,698,305,922,390
2025-04-21 10:31:57.474,chair,0.7801907062530518,378,624,574,719
2025-04-21 10:31:57.474,tv,0.7171104550361633,542,314,666,392
2025-04-21 10:31:57.474,chair,0.6481384038925171,837,393,959,649
2025-04-21 10:31:57.474,tv,0.5908365249633789,359,85,713,297
2025-04-21 10:31:57.474,tv,0.5694992542266846,78,298,174,360
2025-04-21 10:31:57.474,tv,0.4288378059864044,249,409,430,549
2025-04-21 10:31:57.474,tv,0.30076292157173157,699,308,815,380
2025-04-21 10:31:57.474,chair,0.2829291820526123,0,390,66,588
2025-04-21 10:31:57.474,chair,0.25479525327682495,0,667,151,719
2025-04-21 10:31:57.736,tv,0.6879106163978577,542,313,666,391
2025-04-21 10:31:57.736,person,0.649411678314209,368,334,497,441
2025-04-21 10:31:57.736,tv,0.6176429390907288,78,298,174,364
2025-04-21 10:31:57.736,chair,0.6080856323242188,377,625,576,719
2025-04-21 10:31:57.736,chair,0.5505444407463074,837,392,959,647
2025-04-21 10:31:57.736,tv,0.505917489528656,249,409,429,550
2025-04-21 10:31:57.736,tv,0.45668333768844604,358,85,713,296
2025-04-21 10:31:57.736,chair,0.3880922496318817,0,392,58,589
2025-04-21 10:31:57.995,chair,0.7333553433418274,378,626,576,719
2025-04-21 10:31:57.995,chair,0.669421911239624,834,393,959,651
2025-04-21 10:31:57.995,tv,0.6677037477493286,79,300,174,363
2025-04-21 10:31:57.995,tv,0.6451206803321838,543,316,666,393
2025-04-21 10:31:57.995,person,0.5843164920806885,371,336,500,441
2025-04-21 10:31:57.995,tv,0.5591333508491516,249,411,430,550
2025-04-21 10:31:57.995,tv,0.4351930618286133,359,87,713,299
2025-04-21 10:31:57.995,chair,0.41534894704818726,0,390,65,589
2025-04-21 10:31:57.995,tv,0.39503031969070435,439,415,657,543
2025-04-21 10:31:57.995,chair,0.3136550188064575,0,667,153,719
2025-04-21 10:31:57.995,chair,0.25980594754219055,837,393,959,648
2025-04-21 10:31:58.255,chair,0.7151803970336914,379,624,574,719
2025-04-21 10:31:58.255,chair,0.6886202096939087,833,396,959,653
2025-04-21 10:31:58.255,tv,0.6722095012664795,543,317,665,395
2025-04-21 10:31:58.271,tv,0.6684591770172119,82,302,176,362
2025-04-21 10:31:58.271,tv,0.6568670868873596,251,411,431,550
2025-04-21 10:31:58.271,chair,0.4535873532295227,0,381,74,589
2025-04-21 10:31:58.271,tv,0.4488677382469177,360,90,713,299
2025-04-21 10:31:58.271,chair,0.41924887895584106,0,666,157,719
2025-04-21 10:31:58.271,tv,0.3206759989261627,440,416,656,543
2025-04-21 10:31:58.271,person,0.30975523591041565,372,339,498,445
2025-04-21 10:31:58.271,chair,0.2720264792442322,834,396,959,648
2025-04-21 10:31:58.508,chair,0.7710483074188232,383,622,574,719
2025-04-21 10:31:58.508,tv,0.7207163572311401,545,316,668,392
2025-04-21 10:31:58.508,person,0.6381664276123047,376,336,499,443
2025-04-21 10:31:58.508,tv,0.6115560531616211,84,301,178,363
2025-04-21 10:31:58.508,tv,0.5527276396751404,256,410,436,548
2025-04-21 10:31:58.508,tv,0.4999082386493683,445,413,661,544
2025-04-21 10:31:58.508,chair,0.4993044435977936,0,385,71,588
2025-04-21 10:31:58.508,chair,0.47029000520706177,2,663,169,719
2025-04-21 10:31:58.508,tv,0.43373456597328186,363,89,715,299
2025-04-21 10:31:58.508,tv,0.2624596357345581,665,425,852,531
2025-04-21 10:31:58.800,chair,0.7842372059822083,390,617,583,719
2025-04-21 10:31:58.800,tv,0.6903172135353088,550,313,671,389
2025-04-21 10:31:58.800,tv,0.5624773502349854,88,298,181,358
2025-04-21 10:31:58.800,chair,0.5332984924316406,0,378,72,585
2025-04-21 10:31:58.800,chair,0.5232791304588318,844,390,959,638
2025-04-21 10:31:58.800,chair,0.3385795056819916,844,389,959,584
2025-04-21 10:31:58.800,tv,0.2971826195716858,705,306,928,393
2025-04-21 10:31:58.800,tv,0.2870776355266571,675,420,857,530
2025-04-21 10:31:59.040,chair,0.7246437668800354,392,610,586,719
2025-04-21 10:31:59.040,tv,0.7082096934318542,90,295,183,351
2025-04-21 10:31:59.040,tv,0.6422721743583679,553,309,676,386
2025-04-21 10:31:59.040,tv,0.5926443934440613,679,416,862,523
2025-04-21 10:31:59.040,chair,0.4862772822380066,0,382,74,581
2025-04-21 10:31:59.040,tv,0.3480629026889801,371,83,720,293
2025-04-21 10:31:59.047,chair,0.27222758531570435,9,649,183,719
2025-04-21 10:31:59.296,tv,0.6877841949462891,90,294,183,350
2025-04-21 10:31:59.296,chair,0.6008426547050476,0,380,73,578
2025-04-21 10:31:59.296,tv,0.5857906937599182,676,411,865,523
